STUDENTYEARMODULE,SID,NUMHUS,COURSETITLE,MODULENAME,CREDITS,LEVEL,SEMESTER,AGEONENTRY,SEX,ETHNICITY,ETHNICITYDETAILED,DISABLETYPE,CARELEAVER,IMDQUINTILE,ACCOMMODATIONTYPE,COMMUTELENGTH,OFSENTQUALGRPCODE,OFSENTQUALGRPLABEL,HESATARIFFGRPCODE,HESATARIFFGRPLABEL,TARIFFPOINTS,STATEMARKERLABEL,SCHOLARSHIPANY,GREATSTARTACCESS,BURSARY,CLASSIFICATION,MABSEQ,ASSTYPECODE,ASSTYPENAME,ASSPERC,HASMC,ACCEPTEDMC,MODULEGRADE
JRUE(=F+'IVQB?QR%F\=++,0.1019396225747327,0.0,BSc Cognitive and Clinical Neuroscience FT,Biological Psychology,0.0,0.0,SEM2,-0.052795753696169075,Female,White,"White - English, Scottish, Welsh, Northern Irish or British",Not disabled,Not a care leaver,Quintile 4,Unknown,Not known,-0.4192863562200545,A-levels (CDD or higher),5,91 - 105 points,-0.008930763597091992,State school leaver,Not a scholarship student,Other students,Other students,1st,-0.9841894013026808,PRE,Presentation,-1.668563630131922,-0.20816990425703272,-0.20294373961704976,2.0655604556881175
JRUE(=F+'IVQB?QR%F\=++,0.1019396225747327,0.0,BSc Cognitive and Clinical Neuroscience FT,Biological Psychology,0.0,0.0,SEM2,-0.052795753696169075,Female,White,"White - English, Scottish, Welsh, Northern Irish or British",Not disabled,Not a care leaver,Quintile 4,Unknown,Not known,-0.4192863562200545,A-levels (CDD or higher),5,91 - 105 points,-0.008930763597091992,State school leaver,Not a scholarship student,Other students,Other students,1st,0.6220280334895573,EXC,Examination - closed book,2.146445887782005,-0.20816990425703272,-0.20294373961704976,1.2091872236253776
JT=Y('[B\S6K#SP]LNVR>!,0.1019396225747327,0.0,BSc Psychology FT,Individual Differences,0.0,0.0,SEM1,-0.052795753696169075,Female,White,"White - English, Scottish, Welsh, Northern Irish or British",Not disabled,Not a care leaver,Quintile 2,Other inc. Private Halls,3-6 miles,-0.8354449382869168,A-levels (BCC or higher) or international baccalaureate,7,116+ points,1.5983285288397042,State school leaver,Not a scholarship student,Other low income students,Other low income students,02:01,-0.9841894013026808,CWK,Coursework,0.23894112882504143,-0.20816990425703272,-0.20294373961704976,0.26675687755633193
JT=Y('[B\S6K#SP]LNVR>!,0.1019396225747327,0.0,BSc Psychology FT,Individual Differences,0.0,0.0,SEM1,-0.052795753696169075,Female,White,"White - English, Scottish, Welsh, Northern Irish or British",Not disabled,Not a care leaver,Quintile 2,Other inc. Private Halls,3-6 miles,-0.8354449382869168,A-levels (BCC or higher) or international baccalaureate,7,116+ points,1.5983285288397042,State school leaver,Not a scholarship student,Other low income students,Other low income students,02:01,0.6220280334895573,EXC,Examination - closed book,0.23894112882504143,-0.20816990425703272,-0.20294373961704976,0.08204892554279987
"JU^F2(7H""J2%*V7K.:S%A#",0.1019396225747327,0.0,BSc Psychology FT,Biological Psychology,0.0,0.0,SEM2,0.21847998887276293,Female,Asian,Asian - Bangladeshi or Bangladeshi British,Not disabled,Not known / not applicable,Quintile 1,Commuter,3-6 miles,0.8291893899805323,"BTECs (at least DDM), or one A-level and two BTECs",7,116+ points,1.1965137057305053,State school leaver,Not a scholarship student,Other low income students,Other low income students,02:01,-0.9841894013026808,PRE,Presentation,-1.668563630131922,-0.20816990425703272,-0.20294373961704976,-0.7627800595190952
"JU^F2(7H""J2%*V7K.:S%A#",0.1019396225747327,0.0,BSc Psychology FT,Biological Psychology,0.0,0.0,SEM2,0.21847998887276293,Female,Asian,Asian - Bangladeshi or Bangladeshi British,Not disabled,Not known / not applicable,Quintile 1,Commuter,3-6 miles,0.8291893899805323,"BTECs (at least DDM), or one A-level and two BTECs",7,116+ points,1.1965137057305053,State school leaver,Not a scholarship student,Other low income students,Other low income students,02:01,0.6220280334895573,EXC,Examination - closed book,2.146445887782005,-0.20816990425703272,-0.20294373961704976,0.702289832588241
JU47-8.R9^'Q+6[T&L:(9*,0.1019396225747327,0.0,BSc Psychology and Counselling FT,Individual Differences,0.0,0.0,SEM1,5.101443355113539,Female,Asian,Asian - Pakistani or Pakistani British,Not disabled,Not a care leaver,Quintile 4,Commuter,10-15 miles,0.41303080791367,HE-level,Z5,Not in the standard tariff population,-2.4198197022522865,Unknown,Not a scholarship student,Other students,Other students,02:01,-0.9841894013026808,CWK,Coursework,0.23894112882504143,-0.20816990425703272,-0.20294373961704976,0.8135343945963898
JU47-8.R9^'Q+6[T&L:(9*,0.1019396225747327,0.0,BSc Psychology and Counselling FT,Individual Differences,0.0,0.0,SEM1,5.101443355113539,Female,Asian,Asian - Pakistani or Pakistani British,Not disabled,Not a care leaver,Quintile 4,Commuter,10-15 miles,0.41303080791367,HE-level,Z5,Not in the standard tariff population,-2.4198197022522865,Unknown,Not a scholarship student,Other students,Other students,02:01,0.6220280334895573,EXC,Examination - closed book,0.23894112882504143,-0.20816990425703272,-0.20294373961704976,0.5207303115749389
JV=TS.O0AT/X:Q/8?1@($-,0.1019396225747327,0.0,BSc Psychology FT,Social Psychology,0.0,0.0,SEM1,-0.32407149626510107,Female,White,"White - English, Scottish, Welsh, Northern Irish or British",Not disabled,Not a care leaver,Quintile 2,Commuter,3-6 miles,-0.4192863562200545,A-levels (CDD or higher),4,81 - 90 points,-0.20983817515169154,State school leaver,Not a scholarship student,Other low income students,Other low income students,02:02,-0.9841894013026808,SSY,Essay,0.23894112882504143,-0.20816990425703272,-0.20294373961704976,-0.3125544264861097
JV=TS.O0AT/X:Q/8?1@($-,0.1019396225747327,0.0,BSc Psychology FT,Social Psychology,0.0,0.0,SEM1,-0.32407149626510107,Female,White,"White - English, Scottish, Welsh, Northern Irish or British",Not disabled,Not a care leaver,Quintile 2,Commuter,3-6 miles,-0.4192863562200545,A-levels (CDD or higher),4,81 - 90 points,-0.20983817515169154,State school leaver,Not a scholarship student,Other low income students,Other low income students,02:02,0.6220280334895573,EXC,Examination - closed book,0.23894112882504143,-0.20816990425703272,-0.20294373961704976,-1.119602239545237
"JVV&-&.4HR]^D,'QC>1^L#",0.1019396225747327,0.0,BSc Psychology FT,Individual Differences,0.0,0.0,SEM1,-0.052795753696169075,Female,Asian,Asian - Bangladeshi or Bangladeshi British,Not disabled,Not a care leaver,Quintile 2,Commuter,3-6 miles,-0.4192863562200545,A-levels (CDD or higher),5,91 - 105 points,-0.008930763597091992,State school leaver,Not a scholarship student,Other students,Other students,02:01,-0.9841894013026808,CWK,Coursework,0.23894112882504143,-0.20816990425703272,-0.20294373961704976,1.244869441627992
"JVV&-&.4HR]^D,'QC>1^L#",0.1019396225747327,0.0,BSc Psychology FT,Individual Differences,0.0,0.0,SEM1,-0.052795753696169075,Female,Asian,Asian - Bangladeshi or Bangladeshi British,Not disabled,Not a care leaver,Quintile 2,Commuter,3-6 miles,-0.4192863562200545,A-levels (CDD or higher),5,91 - 105 points,-0.008930763597091992,State school leaver,Not a scholarship student,Other students,Other students,02:01,0.6220280334895573,EXC,Examination - closed book,0.23894112882504143,-0.20816990425703272,-0.20294373961704976,0.16075970054856645
"JW1448[V1:=;G2XS^,!3O$",0.1019396225747327,0.0,BSc Psychology FT,Introduction to Psychological Research Methods,0.0,0.0,SEM2,-0.32407149626510107,Female,Asian,Any other Asian background,Not disabled,Not a care leaver,Quintile 2,Commuter,6-10 miles,-0.4192863562200545,A-levels (CDD or higher),3,66 - 80 points,-0.4107455867062911,State school leaver,Not a scholarship student,Other students,Other students,02:01,-0.9841894013026808,ICN,In-Class Test/Assignment non exam conditions,-1.668563630131922,-0.20816990425703272,-0.20294373961704976,0.3507150375624826
"JW1448[V1:=;G2XS^,!3O$",0.1019396225747327,0.0,BSc Psychology FT,Introduction to Psychological Research Methods,0.0,0.0,SEM2,-0.32407149626510107,Female,Asian,Any other Asian background,Not disabled,Not a care leaver,Quintile 2,Commuter,6-10 miles,-0.4192863562200545,A-levels (CDD or higher),3,66 - 80 points,-0.4107455867062911,State school leaver,Not a scholarship student,Other students,Other students,02:01,0.6220280334895573,CWK,Coursework,0.23894112882504143,4.803768362045622,4.927473997901967,-0.3052080874855722
"JW1448[V1:=;G2XS^,!3O$",0.1019396225747327,0.0,BSc Psychology FT,Introduction to Psychological Research Methods,0.0,0.0,SEM2,-0.32407149626510107,Female,Asian,Any other Asian background,Not disabled,Not a care leaver,Quintile 2,Commuter,6-10 miles,-0.4192863562200545,A-levels (CDD or higher),3,66 - 80 points,-0.4107455867062911,State school leaver,Not a scholarship student,Other students,Other students,02:01,2.2282454682817954,EXC,Examination - closed book,-1.032728710479601,-0.20816990425703272,-0.20294373961704976,1.0696067826151516
JWH/57>U!TSY8)HV@)F26+,0.1019396225747327,0.0,BSc Psychology and Counselling FT,Developmental Psychology,0.0,0.0,SEM2,-0.052795753696169075,Female,Asian,Asian - Indian or Indian British,Not disabled,Not a care leaver,Quintile 2,Unknown,Not known,-0.8354449382869168,A-levels (BCC or higher) or international baccalaureate,5,91 - 105 points,0.19197664795750755,State school leaver,Not a scholarship student,Other students,Other students,02:01,-0.9841894013026808,SSY,Essay,-0.39689379082727955,-0.20816990425703272,-0.20294373961704976,-0.45843172949679717
JWH/57>U!TSY8)HV@)F26+,0.1019396225747327,0.0,BSc Psychology and Counselling FT,Developmental Psychology,0.0,0.0,SEM2,-0.052795753696169075,Female,Asian,Asian - Indian or Indian British,Not disabled,Not a care leaver,Quintile 2,Unknown,Not known,-0.8354449382869168,A-levels (BCC or higher) or international baccalaureate,5,91 - 105 points,0.19197664795750755,State school leaver,Not a scholarship student,Other students,Other students,02:01,0.6220280334895573,EXC,Examination - closed book,0.8747760484773625,-0.20816990425703272,-0.20294373961704976,2.0655604556881175
"JX9SN]GD1DV\.04R-K<,*.",0.1019396225747327,0.0,BSc Psychology FT,Social Psychology,0.0,0.0,SEM1,-0.32407149626510107,Female,White,"White - English, Scottish, Welsh, Northern Irish or British",Not disabled,Not a care leaver,Quintile 1,Commuter,10-15 miles,-1.251603520353779,A-levels (ABB or higher),7,116+ points,1.4978748230624046,State school leaver,Not a scholarship student,Other low income students,Other low income students,1st,-0.9841894013026808,SSY,Essay,0.23894112882504143,-0.20816990425703272,-0.20294373961704976,-0.7176525485157891
"JX9SN]GD1DV\.04R-K<,*.",0.1019396225747327,0.0,BSc Psychology FT,Social Psychology,0.0,0.0,SEM1,-0.32407149626510107,Female,White,"White - English, Scottish, Welsh, Northern Irish or British",Not disabled,Not a care leaver,Quintile 1,Commuter,10-15 miles,-1.251603520353779,A-levels (ABB or higher),7,116+ points,1.4978748230624046,State school leaver,Not a scholarship student,Other low income students,Other low income students,1st,0.6220280334895573,EXC,Examination - closed book,0.23894112882504143,-0.20816990425703272,-0.20294373961704976,0.2971917105585616
JXO8<X5I6WG0`S5L0:M1>#,0.1019396225747327,0.0,BSc Psychology FT,Social Psychology,0.0,0.0,SEM1,0.21847998887276293,Male,White,"White - English, Scottish, Welsh, Northern Irish or British",Not disabled,Not a care leaver,Quintile 5,Unknown,Not known,0.8291893899805323,"BTECs (at least DDM), or one A-level and two BTECs",7,116+ points,1.3974211172851048,State school leaver,Not a scholarship student,Other students,Other students,02:02,-0.9841894013026808,SSY,Essay,0.23894112882504143,-0.20816990425703272,-0.20294373961704976,0.2531136765553321
JXO8<X5I6WG0`S5L0:M1>#,0.1019396225747327,0.0,BSc Psychology FT,Social Psychology,0.0,0.0,SEM1,0.21847998887276293,Male,White,"White - English, Scottish, Welsh, Northern Irish or British",Not disabled,Not a care leaver,Quintile 5,Unknown,Not known,0.8291893899805323,"BTECs (at least DDM), or one A-level and two BTECs",7,116+ points,1.3974211172851048,State school leaver,Not a scholarship student,Other students,Other students,02:02,0.6220280334895573,EXC,Examination - closed book,0.23894112882504143,-0.20816990425703272,-0.20294373961704976,-0.37972095449103055
"JY,=U>E'4$+)790@A#TA&-",0.1019396225747327,0.0,BSc Psychology FT,Individual Differences,0.0,0.0,SEM1,-0.32407149626510107,Female,Asian,Any other Asian background,Not disabled,Not a care leaver,Quintile 2,Commuter,6-10 miles,-0.8354449382869168,A-levels (BCC or higher) or international baccalaureate,5,91 - 105 points,0.19197664795750755,State school leaver,Not a scholarship student,Other low income students,Other low income students,02:01,-0.9841894013026808,CWK,Coursework,0.23894112882504143,-0.20816990425703272,-0.20294373961704976,-1.7671295485926768
"JY,=U>E'4$+)790@A#TA&-",0.1019396225747327,0.0,BSc Psychology FT,Individual Differences,0.0,0.0,SEM1,-0.32407149626510107,Female,Asian,Any other Asian background,Not disabled,Not a care leaver,Quintile 2,Commuter,6-10 miles,-0.8354449382869168,A-levels (BCC or higher) or international baccalaureate,5,91 - 105 points,0.19197664795750755,State school leaver,Not a scholarship student,Other low income students,Other low income students,02:01,0.6220280334895573,EXC,Examination - closed book,0.23894112882504143,-0.20816990425703272,-0.20294373961704976,-0.4500359134961822
JY)NQA=9ZHXK;'$LBFUQ9!,0.1019396225747327,0.0,BSc Psychology FT,Cognitive Psychology,0.0,0.0,SEM1,-0.32407149626510107,Female,Asian,Asian - Bangladeshi or Bangladeshi British,Not disabled,Not a care leaver,Quintile 2,Commuter,10-15 miles,-0.4192863562200545,A-levels (CDD or higher),5,91 - 105 points,-0.10938446937439175,State school leaver,Not a scholarship student,Other low income students,Other low income students,02:02,-0.9841894013026808,CWK,Coursework,-0.39689379082727955,-0.20816990425703272,-0.20294373961704976,-0.5812205385057932
JY)NQA=9ZHXK;'$LBFUQ9!,0.1019396225747327,0.0,BSc Psychology FT,Cognitive Psychology,0.0,0.0,SEM1,-0.32407149626510107,Female,Asian,Asian - Bangladeshi or Bangladeshi British,Not disabled,Not a care leaver,Quintile 2,Commuter,10-15 miles,-0.4192863562200545,A-levels (CDD or higher),5,91 - 105 points,-0.10938446937439175,State school leaver,Not a scholarship student,Other low income students,Other low income students,02:02,0.6220280334895573,EXC,Examination - closed book,0.8747760484773625,-0.20816990425703272,-0.20294373961704976,2.0655604556881175
"K_RD^+\="".\@0/MH\K#*2$",0.1019396225747327,0.0,BSc Psychology and Counselling FT,Introduction to Psychological Research Methods,0.0,0.0,SEM2,-0.32407149626510107,Female,White,"White - English, Scottish, Welsh, Northern Irish or British",Not disabled,Not a care leaver,Quintile 1,Commuter,10-15 miles,0.8291893899805323,"BTECs (at least DDM), or one A-level and two BTECs",7,116+ points,1.1965137057305053,State school leaver,Not a scholarship student,Other low income students,Other low income students,02:02,-0.9841894013026808,ICN,In-Class Test/Assignment non exam conditions,-1.668563630131922,-0.20816990425703272,-0.20294373961704976,1.1315259256196868
"K_RD^+\="".\@0/MH\K#*2$",0.1019396225747327,0.0,BSc Psychology and Counselling FT,Introduction to Psychological Research Methods,0.0,0.0,SEM2,-0.32407149626510107,Female,White,"White - English, Scottish, Welsh, Northern Irish or British",Not disabled,Not a care leaver,Quintile 1,Commuter,10-15 miles,0.8291893899805323,"BTECs (at least DDM), or one A-level and two BTECs",7,116+ points,1.1965137057305053,State school leaver,Not a scholarship student,Other low income students,Other low income students,02:02,0.6220280334895573,CWK,Coursework,0.23894112882504143,-0.20816990425703272,-0.20294373961704976,-0.7176525485157891
"K_RD^+\="".\@0/MH\K#*2$",0.1019396225747327,0.0,BSc Psychology and Counselling FT,Introduction to Psychological Research Methods,0.0,0.0,SEM2,-0.32407149626510107,Female,White,"White - English, Scottish, Welsh, Northern Irish or British",Not disabled,Not a care leaver,Quintile 1,Commuter,10-15 miles,0.8291893899805323,"BTECs (at least DDM), or one A-level and two BTECs",7,116+ points,1.1965137057305053,State school leaver,Not a scholarship student,Other low income students,Other low income students,02:02,2.2282454682817954,EXC,Examination - closed book,-1.032728710479601,-0.20816990425703272,-0.20294373961704976,-0.4311453274947983
"K-)1<B;0!5YNIK[,,9*]C""",0.1019396225747327,0.0,BSc Psychology FT,Cognitive Psychology,0.0,0.0,SEM1,-0.32407149626510107,Female,Asian,Asian - Indian or Indian British,Mental health condition,Not a care leaver,Quintile 3,Commuter,6-10 miles,-0.8354449382869168,A-levels (BCC or higher) or international baccalaureate,5,91 - 105 points,0.19197664795750755,State school leaver,Not a scholarship student,Other students,Other students,02:01,-0.9841894013026808,CWK,Coursework,-0.39689379082727955,-0.20816990425703272,-0.20294373961704976,-1.568778395578145
"K-)1<B;0!5YNIK[,,9*]C""",0.1019396225747327,0.0,BSc Psychology FT,Cognitive Psychology,0.0,0.0,SEM1,-0.32407149626510107,Female,Asian,Asian - Indian or Indian British,Mental health condition,Not a care leaver,Quintile 3,Commuter,6-10 miles,-0.8354449382869168,A-levels (BCC or higher) or international baccalaureate,5,91 - 105 points,0.19197664795750755,State school leaver,Not a scholarship student,Other students,Other students,02:01,0.6220280334895573,EXC,Examination - closed book,0.8747760484773625,-0.20816990425703272,-0.20294373961704976,0.44516796756940313
"K-TWK&<]]_D%L\S'8LY7!,",0.1019396225747327,0.0,BSc Cognitive and Clinical Neuroscience FT,Biological Psychology,0.0,0.0,SEM2,-0.32407149626510107,Female,Asian,Asian - Bangladeshi or Bangladeshi British,Not disabled,Not a care leaver,Quintile 3,Commuter,3-6 miles,-0.4192863562200545,A-levels (CDD or higher),3,66 - 80 points,-0.4107455867062911,Other school leaver,Not a scholarship student,Other students,Other students,02:01,-0.9841894013026808,PRE,Presentation,-1.668563630131922,-0.20816990425703272,-0.20294373961704976,1.826279699670587
"K-TWK&<]]_D%L\S'8LY7!,",0.1019396225747327,0.0,BSc Cognitive and Clinical Neuroscience FT,Biological Psychology,0.0,0.0,SEM2,-0.32407149626510107,Female,Asian,Asian - Bangladeshi or Bangladeshi British,Not disabled,Not a care leaver,Quintile 3,Commuter,3-6 miles,-0.4192863562200545,A-levels (CDD or higher),3,66 - 80 points,-0.4107455867062911,Other school leaver,Not a scholarship student,Other students,Other students,02:01,0.6220280334895573,EXC,Examination - closed book,2.146445887782005,-0.20816990425703272,-0.20294373961704976,-1.5866195045794516
"K,'GYR:+SPJT[Q`=0P+OR-",0.1019396225747327,0.0,BSc Psychology FT,Cognitive Psychology,0.0,0.0,SEM1,-0.32407149626510107,Male,White,"White - English, Scottish, Welsh, Northern Irish or British",Not disabled,Not a care leaver,Quintile 3,Commuter,6-10 miles,-0.4192863562200545,A-levels (CDD or higher),3,66 - 80 points,-0.4107455867062911,State school leaver,Not a scholarship student,Other students,Other students,02:02,-0.9841894013026808,CWK,Coursework,-0.39689379082727955,-0.20816990425703272,-0.20294373961704976,-1.651687078584219
"K,'GYR:+SPJT[Q`=0P+OR-",0.1019396225747327,0.0,BSc Psychology FT,Cognitive Psychology,0.0,0.0,SEM1,-0.32407149626510107,Male,White,"White - English, Scottish, Welsh, Northern Irish or British",Not disabled,Not a care leaver,Quintile 3,Commuter,6-10 miles,-0.4192863562200545,A-levels (CDD or higher),3,66 - 80 points,-0.4107455867062911,State school leaver,Not a scholarship student,Other students,Other students,02:02,0.6220280334895573,EXC,Examination - closed book,0.8747760484773625,-0.20816990425703272,-0.20294373961704976,0.5815999775793982
"K,6IL$F[""PT_,-M:*J+=N.",0.1019396225747327,0.0,BSc Psychology and Counselling FT,Biological Psychology,0.0,0.0,SEM2,2.659961671993151,Female,White,"White - English, Scottish, Welsh, Northern Irish or British",Mental health condition,Not known / not applicable,Quintile 2,Other inc. Private Halls,6-10 miles,0.41303080791367,HE-level,Z5,Not in the standard tariff population,-2.4198197022522865,Unknown,Not a scholarship student,Other students,Other students,1st,-0.9841894013026808,PRE,Presentation,-1.668563630131922,-0.20816990425703272,-0.20294373961704976,0.03272350653918627
"K,6IL$F[""PT_,-M:*J+=N.",0.1019396225747327,0.0,BSc Psychology and Counselling FT,Biological Psychology,0.0,0.0,SEM2,2.659961671993151,Female,White,"White - English, Scottish, Welsh, Northern Irish or British",Mental health condition,Not known / not applicable,Quintile 2,Other inc. Private Halls,6-10 miles,0.41303080791367,HE-level,Z5,Not in the standard tariff population,-2.4198197022522865,Unknown,Not a scholarship student,Other students,Other students,1st,0.6220280334895573,EXC,Examination - closed book,2.146445887782005,-0.20816990425703272,-0.20294373961704976,0.17860080954987373
"K,WS%[.T*0`]LEN\^(&C[.",0.1019396225747327,0.0,BSc Psychology FT,Social Psychology,0.0,0.0,SEM1,-0.32407149626510107,Female,Black,Black - African or African British,Not disabled,Not known / not applicable,Quintile 2,Commuter,6-10 miles,2.077665136181119,"Access or foundation courses, or other level 3 qualification (66 tariff points or higher)",5,91 - 105 points,-0.008930763597091992,State school leaver,Not a scholarship student,Other students,Other students,02:01,-0.9841894013026808,SSY,Essay,0.23894112882504143,-0.20816990425703272,-0.20294373961704976,0.4021394105662511
"K,WS%[.T*0`]LEN\^(&C[.",0.1019396225747327,0.0,BSc Psychology FT,Social Psychology,0.0,0.0,SEM1,-0.32407149626510107,Female,Black,Black - African or African British,Not disabled,Not known / not applicable,Quintile 2,Commuter,6-10 miles,2.077665136181119,"Access or foundation courses, or other level 3 qualification (66 tariff points or higher)",5,91 - 105 points,-0.008930763597091992,State school leaver,Not a scholarship student,Other students,Other students,02:01,0.6220280334895573,EXC,Examination - closed book,0.23894112882504143,-0.20816990425703272,-0.20294373961704976,2.019383467684735
"K;_""[8QE,01;@X@S3&QK#+",0.1019396225747327,0.0,BSc Psychology and Counselling FT,Biological Psychology,0.0,0.0,SEM2,-0.32407149626510107,Female,White,"White - English, Scottish, Welsh, Northern Irish or British",Mental health condition,Not known / not applicable,Quintile 4,Commuter,15-20 miles,-0.8354449382869168,A-levels (BCC or higher) or international baccalaureate,6,106 - 115 points,0.3928840595121071,State school leaver,Not a scholarship student,Other low income students,Other low income students,1st,-0.9841894013026808,PRE,Presentation,-1.668563630131922,-0.20816990425703272,-0.20294373961704976,-0.4185516034938759
"K;_""[8QE,01;@X@S3&QK#+",0.1019396225747327,0.0,BSc Psychology and Counselling FT,Biological Psychology,0.0,0.0,SEM2,-0.32407149626510107,Female,White,"White - English, Scottish, Welsh, Northern Irish or British",Mental health condition,Not known / not applicable,Quintile 4,Commuter,15-20 miles,-0.8354449382869168,A-levels (BCC or higher) or international baccalaureate,6,106 - 115 points,0.3928840595121071,State school leaver,Not a scholarship student,Other low income students,Other low income students,1st,0.6220280334895573,EXC,Examination - closed book,2.146445887782005,-0.20816990425703272,-0.20294373961704976,-0.7459884275178646
K;8W>WL>\5X-Z0LSF2X/I+,0.1019396225747327,0.0,BSc Psychology FT,Introduction to Psychological Research Methods,0.0,0.0,SEM2,-0.32407149626510107,Female,Black,Black - African or African British,Not disabled,Not known / not applicable,Quintile 2,Commuter,6-10 miles,2.077665136181119,"Access or foundation courses, or other level 3 qualification (66 tariff points or higher)",5,91 - 105 points,-0.008930763597091992,State school leaver,Not a scholarship student,Other students,Other students,02:01,-0.9841894013026808,ICN,In-Class Test/Assignment non exam conditions,-1.668563630131922,-0.20816990425703272,-0.20294373961704976,-0.6777724225128671
K;8W>WL>\5X-Z0LSF2X/I+,0.1019396225747327,0.0,BSc Psychology FT,Introduction to Psychological Research Methods,0.0,0.0,SEM2,-0.32407149626510107,Female,Black,Black - African or African British,Not disabled,Not known / not applicable,Quintile 2,Commuter,6-10 miles,2.077665136181119,"Access or foundation courses, or other level 3 qualification (66 tariff points or higher)",5,91 - 105 points,-0.008930763597091992,State school leaver,Not a scholarship student,Other students,Other students,02:01,0.6220280334895573,CWK,Coursework,0.23894112882504143,-0.20816990425703272,-0.20294373961704976,-0.20130986447796012
K;8W>WL>\5X-Z0LSF2X/I+,0.1019396225747327,0.0,BSc Psychology FT,Introduction to Psychological Research Methods,0.0,0.0,SEM2,-0.32407149626510107,Female,Black,Black - African or African British,Not disabled,Not known / not applicable,Quintile 2,Commuter,6-10 miles,2.077665136181119,"Access or foundation courses, or other level 3 qualification (66 tariff points or higher)",5,91 - 105 points,-0.008930763597091992,State school leaver,Not a scholarship student,Other students,Other students,02:01,2.2282454682817954,EXC,Examination - closed book,-1.032728710479601,-0.20816990425703272,-0.20294373961704976,-0.3954631094921845
"K!Y`PWJM""P::&8C+75@>G(",0.1019396225747327,0.0,BSc Cognitive and Clinical Neuroscience FT,Developmental Psychology,0.0,0.0,SEM2,-0.052795753696169075,Male,Asian,Asian - Pakistani or Pakistani British,Not disabled,Not a care leaver,Quintile 4,Commuter,6-10 miles,-0.003127774153192253,"A-levels (DDD or lower), other level 3 qualification (105 tariff points or higher) or two A-levels and one BTEC",3,66 - 80 points,-0.6116529982608906,State school leaver,Not a scholarship student,Other low income students,Other low income students,02:01,-0.9841894013026808,SSY,Essay,-0.39689379082727955,-0.20816990425703272,-0.20294373961704976,0.4630090765707104
"K!Y`PWJM""P::&8C+75@>G(",0.1019396225747327,0.0,BSc Cognitive and Clinical Neuroscience FT,Developmental Psychology,0.0,0.0,SEM2,-0.052795753696169075,Male,Asian,Asian - Pakistani or Pakistani British,Not disabled,Not a care leaver,Quintile 4,Commuter,6-10 miles,-0.003127774153192253,"A-levels (DDD or lower), other level 3 qualification (105 tariff points or higher) or two A-levels and one BTEC",3,66 - 80 points,-0.6116529982608906,State school leaver,Not a scholarship student,Other low income students,Other low income students,02:01,0.6220280334895573,EXC,Examination - closed book,0.8747760484773625,-0.20816990425703272,-0.20294373961704976,-1.7482389625912929
"K.P5.:"",&B!!7^P0#**,Y!",0.1019396225747327,0.0,BSc Psychology FT,Cognitive Psychology,0.0,0.0,SEM1,-0.052795753696169075,Female,White,"White - English, Scottish, Welsh, Northern Irish or British",Not disabled,Care leaver,Unknown / non-UK,Other inc. Private Halls,3-6 miles,2.077665136181119,"Access or foundation courses, or other level 3 qualification (66 tariff points or higher)",Z5,Not in the standard tariff population,-2.4198197022522865,State school leaver,Not a scholarship student,Other low income students,Other low income students,02:02,-0.9841894013026808,CWK,Coursework,-0.39689379082727955,-0.20816990425703272,-0.20294373961704976,-0.8173528635230929
"K.P5.:"",&B!!7^P0#**,Y!",0.1019396225747327,0.0,BSc Psychology FT,Cognitive Psychology,0.0,0.0,SEM1,-0.052795753696169075,Female,White,"White - English, Scottish, Welsh, Northern Irish or British",Not disabled,Care leaver,Unknown / non-UK,Other inc. Private Halls,3-6 miles,2.077665136181119,"Access or foundation courses, or other level 3 qualification (66 tariff points or higher)",Z5,Not in the standard tariff population,-2.4198197022522865,State school leaver,Not a scholarship student,Other low income students,Other low income students,02:02,0.6220280334895573,EXC,Examination - closed book,0.8747760484773625,-0.20816990425703272,-0.20294373961704976,-2.1323475446194333
"K'H`%7<,FN)-,TFG=15^Q$",0.1019396225747327,0.0,BSc Psychology FT,Biological Psychology,0.0,0.0,SEM2,-0.32407149626510107,Female,White,"White - English, Scottish, Welsh, Northern Irish or British",Not disabled,Not a care leaver,Quintile 5,Commuter,10-15 miles,-0.8354449382869168,A-levels (BCC or higher) or international baccalaureate,6,106 - 115 points,0.3928840595121071,State school leaver,Not a scholarship student,Other students,Other students,1st,-0.9841894013026808,PRE,Presentation,-1.668563630131922,-0.20816990425703272,-0.20294373961704976,-0.696663008514251
"K'H`%7<,FN)-,TFG=15^Q$",0.1019396225747327,0.0,BSc Psychology FT,Biological Psychology,0.0,0.0,SEM2,-0.32407149626510107,Female,White,"White - English, Scottish, Welsh, Northern Irish or British",Not disabled,Not a care leaver,Quintile 5,Commuter,10-15 miles,-0.8354449382869168,A-levels (BCC or higher) or international baccalaureate,6,106 - 115 points,0.3928840595121071,State school leaver,Not a scholarship student,Other students,Other students,1st,0.6220280334895573,EXC,Examination - closed book,2.146445887782005,-0.20816990425703272,-0.20294373961704976,-0.4049084024928761
